Hospital_Name,Hospital_Address,Organization_Name,Organization_Address,Request_ID,Blood_Type,Rh_Factor
Mount Carmel,5300 N. Meadows Drive Grove City OH 43123,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,793095,A,+
Mount Carmel,5300 N. Meadows Drive Grove City OH 43123,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,793825,AB,+
Mount Carmel,6001 East Broad Street Columbus OH 43213,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,796137,A,+
Mount Carmel,6001 East Broad Street Columbus OH 43213,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,796875,AB,+
Mount Carmel,6001 East Broad Street Columbus OH 43213,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,797329,AB,-
Mount Carmel,6001 East Broad Street Columbus OH 43213,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,797461,AB,+
Mount Carmel,6001 East Broad Street Columbus OH 43213,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,797736,O,-
Mount Carmel,6001 East Broad Street Columbus OH 43213,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,803422,B,+
Mount Carmel,6001 East Broad Street Columbus OH 43213,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,803779,B,+
Mount Carmel,6001 East Broad Street Columbus OH 43213,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,804452,A,+
Mount Carmel,6001 East Broad Street Columbus OH 43213,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,805092,B,+
Mount Carmel,6001 East Broad Street Columbus OH 43213,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,805304,O,+
Mount Carmel,6001 East Broad Street Columbus OH 43213,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,806968,O,+
Mount Carmel,6001 East Broad Street Columbus OH 43213,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,807851,A,+
Mount Carmel,6001 East Broad Street Columbus OH 43213,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,808719,B,-
Mount Carmel,6001 East Broad Street Columbus OH 43213,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,808775,O,+
Mount Carmel,6001 East Broad Street Columbus OH 43213,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,812240,AB,+
Mount Carmel,6001 East Broad Street Columbus OH 43213,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,817626,B,-
Children's Hospital,700 Children's Dr Columbus OH 43205,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,817738,A,+
Children's Hospital,700 Children's Dr Columbus OH 43205,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,819028,O,-
Children's Hospital,700 Children's Dr Columbus OH 43205,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,819678,A,+
Children's Hospital,700 Children's Dr Columbus OH 43205,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,824667,AB,-
Children's Hospital,700 Children's Dr Columbus OH 43205,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,826216,A,-
Children's Hospital,700 Children's Dr Columbus OH 43205,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,826572,O,+
Children's Hospital,700 Children's Dr Columbus OH 43205,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,827055,AB,+
Children's Hospital,700 Children's Dr Columbus OH 43205,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,828640,B,-
Children's Hospital,700 Children's Dr Columbus OH 43205,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,830632,B,-
Children's Hospital,700 Children's Dr Columbus OH 43205,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,831599,AB,-
Kindred Hospital,707 S. Edwin C Moses Blvd. Dayton OH 45417,Community Blood Center,349 S. Main Street Dayton OH 45402,831898,A,-
Kindred Hospital,707 S. Edwin C Moses Blvd. Dayton OH 45417,Community Blood Center,349 S. Main Street Dayton OH 45402,833425,B,+
Kindred Hospital,707 S. Edwin C Moses Blvd. Dayton OH 45417,Community Blood Center,349 S. Main Street Dayton OH 45402,833750,B,-
Kindred Hospital,707 S. Edwin C Moses Blvd. Dayton OH 45417,Community Blood Center,349 S. Main Street Dayton OH 45402,835141,O,+
Kindred Hospital,707 S. Edwin C Moses Blvd. Dayton OH 45417,Community Blood Center,349 S. Main Street Dayton OH 45402,835171,AB,-
Kindred Hospital,707 S. Edwin C Moses Blvd. Dayton OH 45417,Community Blood Center,349 S. Main Street Dayton OH 45402,837148,B,+
Kindred Hospital,707 S. Edwin C Moses Blvd. Dayton OH 45417,Community Blood Center,349 S. Main Street Dayton OH 45402,837189,B,+
Kindred Hospital,707 S. Edwin C Moses Blvd. Dayton OH 45417,Community Blood Center,349 S. Main Street Dayton OH 45402,837943,AB,+
Kindred Hospital,707 S. Edwin C Moses Blvd. Dayton OH 45417,Community Blood Center,349 S. Main Street Dayton OH 45402,838256,AB,-
Kindred Hospital,707 S. Edwin C Moses Blvd. Dayton OH 45417,Community Blood Center,349 S. Main Street Dayton OH 45402,839642,O,+
Kindred Hospital,707 S. Edwin C Moses Blvd. Dayton OH 45417,Community Blood Center,349 S. Main Street Dayton OH 45402,839726,AB,+
Kindred Hospital,707 S. Edwin C Moses Blvd. Dayton OH 45417,Community Blood Center,349 S. Main Street Dayton OH 45402,840061,A,+
Kindred Hospital,707 S. Edwin C Moses Blvd. Dayton OH 45417,Community Blood Center,349 S. Main Street Dayton OH 45402,840093,A,-
Kindred Hospital,707 S. Edwin C Moses Blvd. Dayton OH 45417,Community Blood Center,349 S. Main Street Dayton OH 45402,840678,AB,+
Mount Carmel,7333 Smith's Mill Road New Albany OH 43054,American Red Cross,143 S. 30th Street Newark OH 43058,843257,B,-
Mount Carmel,7333 Smith's Mill Road New Albany OH 43054,American Red Cross,143 S. 30th Street Newark OH 43058,843300,B,+
Mount Carmel,7333 Smith's Mill Road New Albany OH 43054,American Red Cross,143 S. 30th Street Newark OH 43058,843678,B,+
Mount Carmel,7333 Smith's Mill Road New Albany OH 43054,American Red Cross,143 S. 30th Street Newark OH 43058,844704,AB,-
Mount Carmel,7333 Smith's Mill Road New Albany OH 43054,American Red Cross,143 S. 30th Street Newark OH 43058,846112,A,+
Mount Carmel,7333 Smith's Mill Road New Albany OH 43054,American Red Cross,143 S. 30th Street Newark OH 43058,847625,O,-
Mount Carmel,7333 Smith's Mill Road New Albany OH 43054,American Red Cross,143 S. 30th Street Newark OH 43058,848405,B,+
Mount Carmel,7333 Smith's Mill Road New Albany OH 43054,American Red Cross,143 S. 30th Street Newark OH 43058,850350,B,-
Mount Carmel,7333 Smith's Mill Road New Albany OH 43054,American Red Cross,143 S. 30th Street Newark OH 43058,850365,B,+
Mount Carmel,7333 Smith's Mill Road New Albany OH 43054,American Red Cross,143 S. 30th Street Newark OH 43058,850505,O,-
Mount Carmel,7333 Smith's Mill Road New Albany OH 43054,American Red Cross,143 S. 30th Street Newark OH 43058,852147,AB,-
Mount Carmel,7333 Smith's Mill Road New Albany OH 43054,American Red Cross,143 S. 30th Street Newark OH 43058,857586,AB,+
Mount Carmel,7333 Smith's Mill Road New Albany OH 43054,American Red Cross,143 S. 30th Street Newark OH 43058,858016,B,-
Mount Carmel,7333 Smith's Mill Road New Albany OH 43054,American Red Cross,143 S. 30th Street Newark OH 43058,858468,O,+
Mount Carmel,7333 Smith's Mill Road New Albany OH 43054,American Red Cross,143 S. 30th Street Newark OH 43058,859171,A,+
Mount Carmel,7333 Smith's Mill Road New Albany OH 43054,American Red Cross,143 S. 30th Street Newark OH 43058,860269,AB,-
Mount Carmel,7333 Smith's Mill Road New Albany OH 43054,American Red Cross,143 S. 30th Street Newark OH 43058,860380,AB,+
Mount Carmel,7333 Smith's Mill Road New Albany OH 43054,American Red Cross,143 S. 30th Street Newark OH 43058,861220,B,+
Mount Carmel,7333 Smith's Mill Road New Albany OH 43054,American Red Cross,143 S. 30th Street Newark OH 43058,861235,AB,+
The Surgical Hospital at Southwoods,7630 Southern Boulevard Youngstown OH 44512,American Red Cross,25 N. Canfield Niles Rd. Suite 140 Austintown OH 44515,863364,B,-
The Surgical Hospital at Southwoods,7630 Southern Boulevard Youngstown OH 44512,American Red Cross,25 N. Canfield Niles Rd. Suite 140 Austintown OH 44515,863595,A,+
The Surgical Hospital at Southwoods,7630 Southern Boulevard Youngstown OH 44512,American Red Cross,25 N. Canfield Niles Rd. Suite 140 Austintown OH 44515,863748,O,+
The Surgical Hospital at Southwoods,7630 Southern Boulevard Youngstown OH 44512,American Red Cross,25 N. Canfield Niles Rd. Suite 140 Austintown OH 44515,864519,A,-
The Surgical Hospital at Southwoods,7630 Southern Boulevard Youngstown OH 44512,American Red Cross,25 N. Canfield Niles Rd. Suite 140 Austintown OH 44515,866006,O,+
The Surgical Hospital at Southwoods,7630 Southern Boulevard Youngstown OH 44512,American Red Cross,25 N. Canfield Niles Rd. Suite 140 Austintown OH 44515,866143,O,-
The Surgical Hospital at Southwoods,7630 Southern Boulevard Youngstown OH 44512,American Red Cross,25 N. Canfield Niles Rd. Suite 140 Austintown OH 44515,869072,O,-
The Surgical Hospital at Southwoods,7630 Southern Boulevard Youngstown OH 44512,American Red Cross,25 N. Canfield Niles Rd. Suite 140 Austintown OH 44515,870288,A,-
The Surgical Hospital at Southwoods,7630 Southern Boulevard Youngstown OH 44512,American Red Cross,25 N. Canfield Niles Rd. Suite 140 Austintown OH 44515,870587,A,-
The Surgical Hospital at Southwoods,7630 Southern Boulevard Youngstown OH 44512,American Red Cross,25 N. Canfield Niles Rd. Suite 140 Austintown OH 44515,872026,B,-
The Surgical Hospital at Southwoods,7630 Southern Boulevard Youngstown OH 44512,American Red Cross,25 N. Canfield Niles Rd. Suite 140 Austintown OH 44515,874189,A,+
Diley Ridge Medical Center,7911 Diley Road Canal Winchester OH 43110,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,875813,AB,+
Diley Ridge Medical Center,7911 Diley Road Canal Winchester OH 43110,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,877123,A,-
Diley Ridge Medical Center,7911 Diley Road Canal Winchester OH 43110,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,878241,B,-
Diley Ridge Medical Center,7911 Diley Road Canal Winchester OH 43110,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,878327,A,-
Diley Ridge Medical Center,7911 Diley Road Canal Winchester OH 43110,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,879842,A,-
Diley Ridge Medical Center,7911 Diley Road Canal Winchester OH 43110,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,879864,A,+
Diley Ridge Medical Center,7911 Diley Road Canal Winchester OH 43110,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,880173,AB,+
Diley Ridge Medical Center,7911 Diley Road Canal Winchester OH 43110,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,882633,O,+
Diley Ridge Medical Center,7911 Diley Road Canal Winchester OH 43110,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,882893,B,+
Diley Ridge Medical Center,7911 Diley Road Canal Winchester OH 43110,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,884405,O,-
Diley Ridge Medical Center,7911 Diley Road Canal Winchester OH 43110,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,885946,AB,-
Diley Ridge Medical Center,7911 Diley Road Canal Winchester OH 43110,American Red Cross,115 W. Wheeling STE F Lancaster OH 43130,887472,B,+
The Rehabilitation Institute of Ohio,835 S Main St Dayton OH 45402,American Red Cross,370 West 1st Street Dayton OH 45402,887641,B,+
The Rehabilitation Institute of Ohio,835 S Main St Dayton OH 45402,American Red Cross,370 West 1st Street Dayton OH 45402,888349,A,+
The Rehabilitation Institute of Ohio,835 S Main St Dayton OH 45402,American Red Cross,370 West 1st Street Dayton OH 45402,889920,AB,+
The Rehabilitation Institute of Ohio,835 S Main St Dayton OH 45402,American Red Cross,370 West 1st Street Dayton OH 45402,891896,B,-
The Rehabilitation Institute of Ohio,835 S Main St Dayton OH 45402,American Red Cross,370 West 1st Street Dayton OH 45402,892159,AB,-
The Rehabilitation Institute of Ohio,835 S Main St Dayton OH 45402,American Red Cross,370 West 1st Street Dayton OH 45402,892843,O,-
The Rehabilitation Institute of Ohio,835 S Main St Dayton OH 45402,American Red Cross,370 West 1st Street Dayton OH 45402,893487,AB,-
The Rehabilitation Institute of Ohio,835 S Main St Dayton OH 45402,American Red Cross,370 West 1st Street Dayton OH 45402,894465,O,+
The Rehabilitation Institute of Ohio,835 S Main St Dayton OH 45402,American Red Cross,370 West 1st Street Dayton OH 45402,895381,A,-
The Rehabilitation Institute of Ohio,835 S Main St Dayton OH 45402,American Red Cross,370 West 1st Street Dayton OH 45402,896383,A,-
The Rehabilitation Institute of Ohio,835 S Main St Dayton OH 45402,American Red Cross,370 West 1st Street Dayton OH 45402,899984,B,-
The Rehabilitation Institute of Ohio,835 S Main St Dayton OH 45402,American Red Cross,370 West 1st Street Dayton OH 45402,900705,AB,-
The Rehabilitation Institute of Ohio,835 S Main St Dayton OH 45402,American Red Cross,370 West 1st Street Dayton OH 45402,900852,AB,-
The Rehabilitation Institute of Ohio,835 S Main St Dayton OH 45402,American Red Cross,370 West 1st Street Dayton OH 45402,901316,O,-
Hillside Rehabilitation Hospital,8747 Squires Lane NE Warren OH 44484,American Red Cross,501 West Market St. Akron OH 44303,902523,O,+
Hillside Rehabilitation Hospital,8747 Squires Lane NE Warren OH 44484,American Red Cross,501 West Market St. Akron OH 44303,902956,AB,-
Hillside Rehabilitation Hospital,8747 Squires Lane NE Warren OH 44484,American Red Cross,501 West Market St. Akron OH 44303,904942,O,+
Hillside Rehabilitation Hospital,8747 Squires Lane NE Warren OH 44484,American Red Cross,501 West Market St. Akron OH 44303,906644,A,+
Hillside Rehabilitation Hospital,8747 Squires Lane NE Warren OH 44484,American Red Cross,501 West Market St. Akron OH 44303,906956,B,-
Hillside Rehabilitation Hospital,8747 Squires Lane NE Warren OH 44484,American Red Cross,501 West Market St. Akron OH 44303,909563,A,+
Hillside Rehabilitation Hospital,8747 Squires Lane NE Warren OH 44484,American Red Cross,501 West Market St. Akron OH 44303,909941,A,+
Hillside Rehabilitation Hospital,8747 Squires Lane NE Warren OH 44484,American Red Cross,501 West Market St. Akron OH 44303,910188,AB,+
Hillside Rehabilitation Hospital,8747 Squires Lane NE Warren OH 44484,American Red Cross,501 West Market St. Akron OH 44303,910628,AB,-
Hillside Rehabilitation Hospital,8747 Squires Lane NE Warren OH 44484,American Red Cross,501 West Market St. Akron OH 44303,911185,AB,+
Hillside Rehabilitation Hospital,8747 Squires Lane NE Warren OH 44484,American Red Cross,501 West Market St. Akron OH 44303,911308,A,-
Hillside Rehabilitation Hospital,8747 Squires Lane NE Warren OH 44484,American Red Cross,501 West Market St. Akron OH 44303,911783,A,+
Hillside Rehabilitation Hospital,8747 Squires Lane NE Warren OH 44484,American Red Cross,501 West Market St. Akron OH 44303,915180,O,+
Hillside Rehabilitation Hospital,8747 Squires Lane NE Warren OH 44484,American Red Cross,501 West Market St. Akron OH 44303,915447,AB,+
Hillside Rehabilitation Hospital,8747 Squires Lane NE Warren OH 44484,American Red Cross,501 West Market St. Akron OH 44303,916390,O,-
Hillside Rehabilitation Hospital,8747 Squires Lane NE Warren OH 44484,American Red Cross,501 West Market St. Akron OH 44303,917514,O,-
Hillside Rehabilitation Hospital,8747 Squires Lane NE Warren OH 44484,American Red Cross,501 West Market St. Akron OH 44303,918231,A,+
Hillside Rehabilitation Hospital,8747 Squires Lane NE Warren OH 44484,American Red Cross,501 West Market St. Akron OH 44303,919443,O,+
Hillside Rehabilitation Hospital,8747 Squires Lane NE Warren OH 44484,American Red Cross,501 West Market St. Akron OH 44303,920894,AB,+
Mercy Health,904 Scioto Street Urbana OH 43078,American Red Cross,143 S. 30th Street Newark OH 43058,921710,A,-
Mercy Health,904 Scioto Street Urbana OH 43078,American Red Cross,143 S. 30th Street Newark OH 43058,922072,A,-
Mercy Health,904 Scioto Street Urbana OH 43078,American Red Cross,143 S. 30th Street Newark OH 43058,922854,A,-
Mercy Health,904 Scioto Street Urbana OH 43078,American Red Cross,143 S. 30th Street Newark OH 43058,922994,O,+
Mercy Health,904 Scioto Street Urbana OH 43078,American Red Cross,143 S. 30th Street Newark OH 43058,923988,O,-
Mercy Health,904 Scioto Street Urbana OH 43078,American Red Cross,143 S. 30th Street Newark OH 43058,925757,B,+
Mercy Health,904 Scioto Street Urbana OH 43078,American Red Cross,143 S. 30th Street Newark OH 43058,929091,O,-
Mercy Health,904 Scioto Street Urbana OH 43078,American Red Cross,143 S. 30th Street Newark OH 43058,929560,B,-
Mercy Health,904 Scioto Street Urbana OH 43078,American Red Cross,143 S. 30th Street Newark OH 43058,930865,B,+
Mercy Health,904 Scioto Street Urbana OH 43078,American Red Cross,143 S. 30th Street Newark OH 43058,931649,AB,-
Mercy Health,904 Scioto Street Urbana OH 43078,American Red Cross,143 S. 30th Street Newark OH 43058,932076,A,-
Mercy Health,904 Scioto Street Urbana OH 43078,American Red Cross,143 S. 30th Street Newark OH 43058,932110,B,+
Mercy Health,904 Scioto Street Urbana OH 43078,American Red Cross,143 S. 30th Street Newark OH 43058,932555,AB,-
Mercy Health,904 Scioto Street Urbana OH 43078,American Red Cross,143 S. 30th Street Newark OH 43058,936895,A,-
Mercy Health,904 Scioto Street Urbana OH 43078,American Red Cross,143 S. 30th Street Newark OH 43058,936943,A,+
Mercy Health,904 Scioto Street Urbana OH 43078,American Red Cross,143 S. 30th Street Newark OH 43058,937692,O,+
Mercy Health,904 Scioto Street Urbana OH 43078,American Red Cross,143 S. 30th Street Newark OH 43058,939119,A,+
Mercy Health,904 Scioto Street Urbana OH 43078,American Red Cross,143 S. 30th Street Newark OH 43058,939916,AB,-
Cleveland Clinic,9500 Euclid Ave Cleveland Ohio 44195,Cleveland Cord Blood Center,25001 Emery Road Suite 150 Cleveland Ohio 44128,940772,A,-
Cleveland Clinic,9500 Euclid Ave Cleveland Ohio 44195,Cleveland Cord Blood Center,25001 Emery Road Suite 150 Cleveland Ohio 44128,944786,B,+
Cleveland Clinic,9500 Euclid Ave Cleveland Ohio 44195,Cleveland Cord Blood Center,25001 Emery Road Suite 150 Cleveland Ohio 44128,945516,A,-
Cleveland Clinic,9500 Euclid Ave Cleveland Ohio 44195,Cleveland Cord Blood Center,25001 Emery Road Suite 150 Cleveland Ohio 44128,947121,AB,-
Cleveland Clinic,9500 Euclid Ave Cleveland Ohio 44195,Cleveland Cord Blood Center,25001 Emery Road Suite 150 Cleveland Ohio 44128,948972,O,-
Cleveland Clinic,9500 Euclid Ave Cleveland Ohio 44195,Cleveland Cord Blood Center,25001 Emery Road Suite 150 Cleveland Ohio 44128,948983,O,+
Cleveland Clinic,9500 Euclid Ave Cleveland Ohio 44195,Cleveland Cord Blood Center,25001 Emery Road Suite 150 Cleveland Ohio 44128,949573,A,+
Cleveland Clinic,9500 Euclid Ave Cleveland Ohio 44195,Cleveland Cord Blood Center,25001 Emery Road Suite 150 Cleveland Ohio 44128,949724,B,+
Cleveland Clinic,9500 Euclid Ave Cleveland Ohio 44195,Cleveland Cord Blood Center,25001 Emery Road Suite 150 Cleveland Ohio 44128,953203,AB,-
Cleveland Clinic,9500 Euclid Ave Cleveland Ohio 44195,Cleveland Cord Blood Center,25001 Emery Road Suite 150 Cleveland Ohio 44128,953348,AB,-
Cleveland Clinic,9500 Euclid Ave Cleveland Ohio 44195,Cleveland Cord Blood Center,25001 Emery Road Suite 150 Cleveland Ohio 44128,954121,B,+
Cleveland Clinic,9500 Euclid Ave Cleveland Ohio 44195,Cleveland Cord Blood Center,25001 Emery Road Suite 150 Cleveland Ohio 44128,955155,O,-
Cleveland Clinic,9500 Euclid Ave Cleveland Ohio 44195,Cleveland Cord Blood Center,25001 Emery Road Suite 150 Cleveland Ohio 44128,955255,B,+
Cleveland Clinic,9500 Euclid Ave Cleveland Ohio 44195,Cleveland Cord Blood Center,25001 Emery Road Suite 150 Cleveland Ohio 44128,955599,A,-
Cleveland Clinic,9500 Euclid Ave Cleveland Ohio 44195,Cleveland Cord Blood Center,25001 Emery Road Suite 150 Cleveland Ohio 44128,956243,B,-
Cleveland Clinic,9500 Euclid Ave Cleveland Ohio 44195,Cleveland Cord Blood Center,25001 Emery Road Suite 150 Cleveland Ohio 44128,957230,A,-
Cleveland Clinic,9500 Euclid Ave Cleveland Ohio 44195,Cleveland Cord Blood Center,25001 Emery Road Suite 150 Cleveland Ohio 44128,958977,O,-
Cleveland Clinic,9500 Euclid Ave Cleveland Ohio 44195,Cleveland Cord Blood Center,25001 Emery Road Suite 150 Cleveland Ohio 44128,959357,O,+
Cleveland Clinic,9500 Euclid Ave Cleveland Ohio 44195,Cleveland Cord Blood Center,25001 Emery Road Suite 150 Cleveland Ohio 44128,961928,A,+
Shriners Children's Ohio,One Children's Plaza - 2 West Dayton OH 45404,American Red Cross,370 West 1st Street Dayton OH 45402,962115,B,-
Shriners Children's Ohio,One Children's Plaza - 2 West Dayton OH 45404,American Red Cross,370 West 1st Street Dayton OH 45402,962778,O,-
Shriners Children's Ohio,One Children's Plaza - 2 West Dayton OH 45404,American Red Cross,370 West 1st Street Dayton OH 45402,963453,AB,+
Shriners Children's Ohio,One Children's Plaza - 2 West Dayton OH 45404,American Red Cross,370 West 1st Street Dayton OH 45402,963802,B,+
Shriners Children's Ohio,One Children's Plaza - 2 West Dayton OH 45404,American Red Cross,370 West 1st Street Dayton OH 45402,964272,A,-
Shriners Children's Ohio,One Children's Plaza - 2 West Dayton OH 45404,American Red Cross,370 West 1st Street Dayton OH 45402,965364,B,-
Shriners Children's Ohio,One Children's Plaza - 2 West Dayton OH 45404,American Red Cross,370 West 1st Street Dayton OH 45402,966330,O,+
Shriners Children's Ohio,One Children's Plaza - 2 West Dayton OH 45404,American Red Cross,370 West 1st Street Dayton OH 45402,970731,AB,-
Shriners Children's Ohio,One Children's Plaza - 2 West Dayton OH 45404,American Red Cross,370 West 1st Street Dayton OH 45402,970773,O,-
Shriners Children's Ohio,One Children's Plaza - 2 West Dayton OH 45404,American Red Cross,370 West 1st Street Dayton OH 45402,971178,A,-
Shriners Children's Ohio,One Children's Plaza - 2 West Dayton OH 45404,American Red Cross,370 West 1st Street Dayton OH 45402,971353,AB,+
Shriners Children's Ohio,One Children's Plaza - 2 West Dayton OH 45404,American Red Cross,370 West 1st Street Dayton OH 45402,971670,A,+
Shriners Children's Ohio,One Children's Plaza - 2 West Dayton OH 45404,American Red Cross,370 West 1st Street Dayton OH 45402,971911,A,-
Shriners Children's Ohio,One Children's Plaza - 2 West Dayton OH 45404,American Red Cross,370 West 1st Street Dayton OH 45402,972725,O,-
Shriners Children's Ohio,One Children's Plaza - 2 West Dayton OH 45404,American Red Cross,370 West 1st Street Dayton OH 45402,973129,AB,+
